Class	DocDB Family ID	Serial no.	Title	Publication date
negative	45818303	US8536224B2	Pharmaceutical and nutraceutical compositions of abscisic acid	2013-09-17
negative	45818303	US8729122B2	Pharmaceutical and nutraceutical compositions of abscisic acid	2014-05-20
negative	45818303	US9591867B2	Compositions of abscisic acid for animal health	2017-03-14
negative	45818303	WO2012037561A1	ANIMAL FEED COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	WO2012037562A2	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2012-03-22
negative	45818303	WO2012037562A3	PHARMACEUTICAL AND NUTRACEUTICAL COMPOSITIONS OF ABSCISIC ACID	2012-08-02
negative	45818303	WO2012037563A1	COMPOSITIONS OF ABSCISIC ACID FOR ANIMAL HEALTH	2012-03-22
negative	45934354	US20120093933A1	DENATURED LACTOGLOBULIN AND POLYPHENOL COASSEMBLIES	2012-04-19
negative	45934354	US20150182472A1	DENATURED LACTOGLOBULIN AND POLYPHENOL COASSEMBLIES	2015-07-02
negative	45934354	US9005664B2	Denatured lactoglobulin and polyphenol coassemblies	2015-04-14
negative	45973225	US20120100247A1	Performance Enhancing Composition and Method of Delivering Nutrients	2012-04-26
negative	45974380	CA2829159A1	NUTRACEUTICAL COMPOSITION FOR LIMITING THE ABSORPTION OF DIETARY LIPIDS AND FOR INDUCING WEIGHT LOSS, COMPRISING, AS ACTIVE AGENT, AT LEAST ONE EXTRACT OF CARROT	2012-09-13
negative	45974380	CA2829159C	NUTRACEUTICAL COMPOSITION FOR LIMITING THE ABSORPTION OF DIETARY LIPIDS AND FOR INDUCING WEIGHT LOSS, COMPRISING, AS ACTIVE AGENT, AT LEAST ONE EXTRACT OF CARROT	2017-08-22
negative	45974380	EP2683256A1	NUTRACEUTICAL COMPOSITION FOR LIMITING THE ABSORPTION OF DIETARY LIPIDS AND FOR INDUCING WEIGHT LOSS, COMPRISING, AS ACTIVE AGENT, AT LEAST ONE EXTRACT OF CARROT	2014-01-15
negative	45974380	EP2683256B1	NUTRACEUTICAL COMPOSITION FOR LOWERING THE ABSORPTION OF DIETARY LIPIDS ET INDUCING WEIGHT LOSS, COMPRISING AT LEAST ONE CARROT EXTRACT AS ACTIVE	2017-07-19
negative	45974380	ES2644270T3	nutraceutical composition for limiting absorption of dietary lipids and to induce weight loss, comprising as active agent at least one carrot extract	2017-11-28
negative	45974380	FR2972330A1	Composition nutraceutical fields in order to limit the absorption of dietary lipids and to induce a loss of weight, comprising as active agent, at least one extract from the core sample.	2012-09-14
negative	45974380	FR2972330B1	Composition nutraceutical fields in order to limit the absorption of dietary lipids and to induce a loss of weight, comprising as active agent, at least one extract from the core sample.	2015-01-16
negative	45974380	US20140127297A1	NUTRACEUTICAL COMPOSITION FOR LIMITING THE ABSORPTION OF DIETARY LIPIDS AND FOR INDUCING WEIGHT LOSS, COMPRISING, AS ACTIVE AGENT, AT LEAST ONE EXTRACT OF CARROT	2014-05-08
negative	45974380	WO2012120236A1	NUTRACEUTICAL COMPOSITION FOR LIMITING THE ABSORPTION OF DIETARY LIPIDS AND FOR INDUCING WEIGHT LOSS, COMPRISING, AS ACTIVE AGENT, AT LEAST ONE EXTRACT OF CARROT	2012-09-13
negative	45976400	AU2012244748A1	Nutritional compositions comprising alpha-hydroxyisocaproic acid	2013-10-10
negative	45976400	AU2012244748B2	Nutritional compositions comprising alpha-hydroxyisocaproic acid	2016-07-14
negative	45976400	AU2012244749A1	Nutritional compositions having alpha-HICA and citrulline	2013-10-10
negative	45976400	AU2012244750A1	Nutritional compositions having alpha-HICA and eicosapentaenoic acid	2013-10-17
negative	45976400	AU2012244751A1	Nutritional compositions having alpha-HICA and alpha-ketoglutarate	2013-10-17
negative	45976400	BR112013026539A2	composições nutricionais que têm a-hica e a-cetoglutarato e métodos de uso das mesmas	2016-12-27
negative	45976400	BR112013026706A2	composições nutricionais compreendendo ácido alfa-hidroxi-isocaproico	2016-12-27
negative	45976400	CA2831001A1	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2012-10-26
negative	45976400	CA2831165A1	NUTRITIONAL COMPOSITIONS HAVING .ALPHA.-HICA AND CITRULLINE AND METHODS OF USING SAME	2012-10-26
negative	45976400	CA2832150A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2012-10-26
negative	45976400	CA2832507A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2012-10-26
negative	45976400	CN103458710A	Which has alpha hica and gualou amino acid nutritional composition	2013-12-18
negative	45976400	CN103476274A	Hica and which has alpha alpha - ketoglutaric acid nutritional composition	2013-12-25
negative	45976400	CN103476275A	Comprising a hydroxyl acetic acid with different nutrition composition	2013-12-25
negative	45976400	CN103491804A	Which has alpha hica and eicosapentaenoic acid nutritional composition	2014-01-01
negative	45976400	EP2699110A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2014-02-26
negative	45976400	EP2699111A1	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2014-02-26
negative	45976400	EP2699112A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND CITRULLINE	2014-02-26
negative	45976400	EP2699113A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2014-02-26
negative	45976400	JP2014511890A	nutritional composition containing α- ketoglutarate and α-HICA	2014-05-19
negative	45976400	JP2014512371A	nutritional composition containing citrulline and α-HICA	2014-05-22
negative	45976400	JP2014512372A	nutritional composition containing eicosapentaenoic acid and α-HICA	2014-05-22
negative	45976400	JP2014519483A	Nutritional composition containing - hydroxyisocaproic acid	2014-08-14
negative	45976400	MX2013012228A	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID.	2013-12-06
negative	45976400	MX2013012229A	WIND TURBINE.	2013-12-06
negative	45976400	MX2013012230A	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND CITRULLINE.	2014-06-05
negative	45976400	MX2013012231A	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE.	2014-06-05
negative	45976400	PH12013502027A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2013-12-16
negative	45976400	RU2013151083A	Nutritional composition containing α-GIDROKSIIZOKAPRONOVUYU ACID (α-HICA) and Citrulline, AND METHODS OF THEIR USE	2015-05-27
negative	45976400	RU2013151085A	Nutritional composition containing α-GIDROKSIIZOKAPRONOVUYU ACID (α-HICA), AND METHODS OF THEIR USE	2015-05-27
negative	45976400	RU2013151087A	Nutritional compositions containing alpha-GIKK AND ALPHA - ketoglutarate	2015-05-27
negative	45976400	RU2013151090A	Nutritional compositions containing alpha-GIDROKSIIZOKAPRONOVUYU ACID AND eicosapentaenoic acid	2015-05-27
negative	45976400	SG193933A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND CITRULLINE	2013-11-29
negative	45976400	SG193938A1	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2013-11-29
negative	45976400	SG194028A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2013-11-29
negative	45976400	SG194065A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2013-11-29
negative	45976400	US20140037604A1	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2014-02-06
negative	45976400	US20140044685A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND CITRULLINE	2014-02-13
negative	45976400	US20140056862A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2014-02-27
negative	45976400	US20140056863A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2014-02-27
negative	45976400	WO2012143402A1	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2012-10-26
negative	45976400	WO2012143403A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND CITRULLINE	2012-10-26
negative	45976400	WO2012143404A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2012-10-26
negative	45976400	WO2012143405A1	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2012-10-26
negative	45976400	ZA201308604B	NUTRITIONAL COMPOSITIONS COMPRISING ALPHA-HYDROXYISOCAPROIC ACID	2015-05-27
negative	45976400	ZA201308605B	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA CITRULLINE	2015-05-27
negative	45976400	ZA201308606B	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND EICOSAPENTAENOIC ACID	2015-05-27
negative	45976400	ZA201308607B	NUTRITIONAL COMPOSITIONS HAVING ALPHA-HICA AND ALPHA-KETOGLUTARATE	2015-05-27
negative	45976923	AU2012241814A1	Nutritional compositions including branched chain fatty acids for improving gut barrier function	2013-10-03
negative	45976923	AU2012241815A1	Nutritional compositions including branched chain fatty acids and methods of using same	2013-09-26
negative	45976923	AU2012241895A1	Nutritional compositions including branched chain fatty acids for wound healing	2013-10-03
negative	45976923	BR112013026032A2	composições nutricionais incluindo ácidos graxos de cadeia ramificada para cicatrização de ferida	2016-12-20
negative	45976923	BR112013026114A2	composições nutricionais que incluem ácidos graxos de cadeia ramificada e processos de utilização das mesmas	2016-12-27
negative	45976923	CA2830970A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2012-10-18
negative	45976923	CA2831341A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING	2012-10-18
negative	45976923	CA2831679A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2012-10-18
negative	45976923	CN103458888A	For improving intestinal tract barrier function comprising a chain fatty acid nutritional composition	2013-12-18
negative	45976923	CN103458889A	Nutritional compositions including branched chain fatty acids for wound healing	2013-12-18
negative	45976923	CN103458890A	Nutritional compositions including branched chain fatty acids and methods of using same	2013-12-18
negative	45976923	EP2696866A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING	2014-02-19
negative	45976923	EP2696867A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2014-02-19
negative	45976923	EP2696868A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2014-02-19
negative	45976923	JP2014510775A	Nutritional composition comprising for wound healing, a branched fatty acid	2014-05-01
negative	45976923	JP2014511871A	And methods of using the same nutritional composition including a branched chain fatty acids	2014-05-19
negative	45976923	JP2014514304A	For improving the barrier function of the gastrointestinal tract, and methods of using nutritional compositions comprising a branched fatty acid	2014-06-19
negative	45976923	MX2013011834A	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME.	2014-02-11
negative	45976923	MX2013011835A	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING.	2013-11-01
negative	45976923	MX2013011836A	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION.	2014-02-11
negative	45976923	SG193926A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2013-11-29
negative	45976923	SG193927A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING	2013-11-29
negative	45976923	SG193928A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2013-11-29
negative	45976923	US20140037601A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING	2014-02-06
negative	45976923	US20140037602A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2014-02-06
negative	45976923	US20140037603A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2014-02-06
negative	45976923	WO2012140118A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR WOUND HEALING	2012-10-18
negative	45976923	WO2012140132A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2012-10-18
negative	45976923	WO2012140133A1	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2012-10-18
negative	45976923	ZA201308469B	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS AND METHODS OF USING SAME	2015-08-26
negative	45976923	ZA201308478B	NUTRITIONAL COMPOSITIONS INCLUDING BRANCHED CHAIN FATTY ACIDS FOR IMPROVING GUT BARRIER FUNCTION	2015-08-26
negative	45994276	AU2011320994A1	Methods and compositions suitable for promoting healthy skin	2013-05-23
negative	45994276	AU2011320994B2	Methods and compositions suitable for promoting healthy skin	2016-08-25
negative	45994276	BR112013010556A2	métodos e composições adequadas para a promoção de uma pele saudável	2016-07-05
negative	45994276	CA2816054A1	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2012-05-03
negative	45994276	CN103282013A	And it is suitable for promoting the health of skin methods and compositions for	2013-09-04
negative	45994276	CN103282013B	And it is suitable for promoting the health of skin methods and compositions for	2016-10-26
negative	45994276	EP2632414A1	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2013-09-04
negative	45994276	EP2632414A4	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2014-03-12
negative	45994276	JP2013542222A	Compositions and methods suitable for the promotion of healthy skin	2013-11-21
negative	45994276	JP6301655B2	Methods and compositions suitable for promoting healthy skin	2018-03-28
negative	45994276	MX2013004689A	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN.	2013-06-12
negative	45994276	MX346576B	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN.	2017-03-24
negative	45994276	RU2013124032A	The methods and compositions suitable for health promotion SKIN	2014-12-10
negative	45994276	RU2605330C2	METHODS AND COMPOSITIONS, SUITABLE FOR IMPROVEMENT OF SKIN HEALTH	2016-12-20
negative	45994276	US20130209583A1	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2013-08-15
negative	45994276	US9301973B2	Methods and compositions suitable for promoting healthy skin	2016-04-05
negative	45994276	WO2012057824A1	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2012-05-03
negative	45994276	ZA201303810B	METHODS AND COMPOSITIONS SUITABLE FOR PROMOTING HEALTHY SKIN	2014-11-26
negative	46047948	US20120121520A1	FUNCTIONAL FORMULATION IN CHEWING GUM	2012-05-17
negative	46047948	US20140134281A1	FUNCTIONAL FORMULATION	2014-05-15
negative	46047948	US8636985B2	Functional formulation in chewing gum	2014-01-28
negative	46064931	US20120129953A1	TINGLING AND SALIVATING COMPOSITIONS	2012-05-24
negative	46086005	AU2012272103A1	Edible receptacles for frozen confections	2013-12-12
negative	46086005	AU2012272103A8	Edible receptacles for frozen confections	2014-01-09
negative	46086005	AU2012272103B2	Edible receptacles for frozen confections	2014-12-11
negative	46086005	BR112013032666A2	"receptáculo comestível, processo de preparação de receptáculo comestível, produto de confeitaria congelado compósito e processo de fabricação de confeito congelado compósito"	2016-08-16
negative	46086005	BR112013032666B1	RECEPTÁCULO COMESTÍVEL, PROCESSO DE PREPARAÇÃO DE RECEPTÁCULO COMESTÍVEL, PRODUTO DE CONFEITARIA CONGELADO COMPÓSITO E PROCESSO DE FABRICAÇÃO DE CONFEITO CONGELADO COMPÓSITO	2019-07-02
negative	46086005	CA2837035A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2012-12-27
negative	46086005	CA2837035C	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2019-06-04
negative	46086005	CN103619187A	Refrigeration dessert the food container for	2014-03-05
negative	46086005	CN103619187B	Refrigeration dessert the food container for	2017-05-24
negative	46086005	EA025577B1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2017-01-30
negative	46086005	EA025593B1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2017-01-30
negative	46086005	EA201490057A1	СЪЕДОБНЫЕ ЕМКОСТИ ДЛЯ ЗАМОРОЖЕННЫХ КОНДИТЕРСКИХ ИЗДЕЛИЙ	2014-04-30
negative	46086005	EA201490058A1	СЪЕДОБНЫЕ ЕМКОСТИ ДЛЯ ЗАМОРОЖЕННЫХ КОНДИТЕРСКИХ ИЗДЕЛИЙ	2014-04-30
negative	46086005	EP2723187A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2014-04-30
negative	46086005	EP2723187B1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2015-03-25
negative	46086005	EP2723190A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2014-04-30
negative	46086005	EP2723190B1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2015-04-08
negative	46086005	ES2540575T3	edible containers for frozen confections	2015-07-10
negative	46086005	ES2541415T3	edible containers for frozen confections	2015-07-20
negative	46086005	MX2013014324A	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS.	2014-01-31
negative	46086005	US20140113034A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2014-04-24
negative	46086005	US20140113035A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2014-04-24
negative	46086005	US20170135384A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2017-05-18
negative	46086005	US20170135385A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2017-05-18
negative	46086005	WO2012175265A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2012-12-27
negative	46086005	WO2012175266A1	EDIBLE RECEPTACLES FOR FROZEN CONFECTIONS	2012-12-27
negative	46199634	US20120148715A1	BERRY DIPPER AND METHOD	2012-06-14
negative	46207504	BR112013014307A2	compostos que influenciam na captação e metabolismo de ácidos graxos e na produção de agentes inflamatórios e métodos de isolamento dos mesmos de produtos de cacau	2016-08-02
negative	46207504	CA2820883A1	COMPOUNDS INFLUENCING FATTY ACID UPTAKE AND METABOLISM AND THE PRODUCTION OF INFLAMMATORY AGENTS AND METHODS OF ISOLATING THEM FROM COCOA PRODUCTS	2012-06-14
negative	46207504	CN103338636A	Influence taking fatty acid and metabolism and inflammatory medium produces the compound and the product can be separated from said compound the invention claims a method of preparing	2013-10-02
negative	46207504	MX2013006503A	COMPOUNDS INFLUENCING FATTY ACID UPTAKE AND METABOLISM AND THE PRODUCTION OF INFLAMMATORY AGENTS AND METHODS OF ISOLATING THEM FROM COCOA PRODUCTS.	2015-05-26
negative	46207504	WO2012078797A1	COMPOUNDS INFLUENCING FATTY ACID UPTAKE AND METABOLISM AND THE PRODUCTION OF INFLAMMATORY AGENTS AND METHODS OF ISOLATING THEM FROM COCOA PRODUCTS	2012-06-14
negative	46298984	US20040234459A1	Cholesterol reducing chewing gum composition and method of making the same	2004-11-25
negative	46298984	US7258851B2	Cholesterol reducing chewing gum composition and method of making the same	2007-08-21
negative	46317279	US20120164289A1	MACHINE FOR DISPENSING CHOCOLATE CLUSTERS	2012-06-28
negative	46317279	US8839990B2	Machine for dispensing chocolate clusters	2014-09-23
